

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-04-12T14:47:45PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
16589|WISEA J115424.32+324043.2|178.60137 |  32.67868 |QSO|232248| 0.774697 |SLS |19.7g|  0.000|20|0|41|7|9|8|0
16590|WISEA J115424.90+335812.7|178.60376 |  33.97022 |QSO|202458| 0.675326 |SLS |19.3g|  0.000|24|0|41|8|11|8|0
16591|WISEA J115426.60+583153.1|178.61084 |  58.53144 |QSO|210712| 0.702860 |SLS |17.6g|  0.000|43|0|60|16|21|8|0
16592|WISEA J115428.48+340707.8|178.61870 |  34.11886 |QSO|343757| 1.146649 |SLS |18.6g|  0.000|27|0|41|8|11|8|0
16593|WISEA J115429.55+315708.9|178.62337 |  31.95245 |*|970396| 3.236891 |SLS |20.7g|  0.000|12|0|17|5|5|4|0
16594|WISEA J115430.86+444437.0|178.62860 |  44.74362 |QSO|575046| 1.918147 |SLS |19.2g|  0.000|28|0|46|10|13|8|0
16595|WISEA J115431.28+575232.5|178.63035 |  57.87572 |QSO|436687| 1.456632 |SLS |19.5g|  0.000|28|0|44|9|13|8|0
16596|WISEA J115434.08+404843.2|178.64204 |  40.81201 |QSO|469238| 1.565210 |SLS |20.5g|  0.000|19|0|38|6|10|8|0
16597|WISEA J115434.14+594839.8|178.64227 |  59.81108 |*|263317| 0.878330 |SLS |19.7g|  0.000|7|0|23|6|4|4|0
16598|WISEA J115434.96+493752.8|178.64570 |  49.63136 |*|564224| 1.882049 |SLS |19.9g|  0.000|6|0|17|4|3|4|0
16599|WISEA J115435.32+402931.2|178.64724 |  40.49195 |QSO|969955| 3.235420 |SLS |20.5g|  0.000|22|0|38|5|10|6|0
16600|WISEA J115436.48+515939.7|178.65203 |  51.99436 |*|220218| 0.734568 |SLS |19.8g|  0.000|7|0|17|6|6|4|0
16601|SDSS J115437.56+302041.3|178.65654 |  30.34483 |QSO| 49968| 0.166675 |SLS |19.2g|  0.000|2|0|4|5|6|0|1
16602|WISEA J115438.26+364057.7|178.65945 |  36.68271 |QSO|573484| 1.912938 |SLS |19.2g|  0.000|23|0|42|10|13|8|0
16603|WISEA J115438.27+321257.2|178.65947 |  32.21591 |*|287503| 0.959005 |SUN |19.7g|  0.000|10|0|21|6|4|4|0
16604|SDSS J115438.32+344233.0|178.65967 |  34.70919 |QSO|872210| 2.909379 |SLS |     |  0.000|8|0|0|2|3|0|0
16605|WISEA J115438.49+504323.5|178.66036 |  50.72319 |QSO|  2601| 0.008675 |SLS |19.5g|  0.000|28|0|38|8|13|8|0
16606|WISEA J115438.71+312419.5|178.66133 |  31.40543 |QSO|151472| 0.505255 |SLS |19.5g|  0.000|21|0|45|8|10|8|0
16607|WISEA J115438.87+402019.4|178.66198 |  40.33874 |QSO|180895| 0.603401 |SLS |19.3g|  0.000|23|0|44|8|11|8|0
16608|WISEA J115439.19+443617.0|178.66333 |  44.60474 |QSO|438168| 1.461571 |SLS |18.5g|  0.000|25|0|38|9|13|8|3
16609|WISEA J115439.68+345216.4|178.66537 |  34.87125 |G| 20553| 0.068556 |SLS |16.9g|  0.000|20|0|72|16|8|10|0
16610|WISEA J115440.18+362913.4|178.66745 |  36.48708 |*|768985| 2.565057 |SLS |19.7g|  0.000|12|0|17|6|5|4|0
16611|SDSS J115440.40+381355.5|178.66836 |  38.23211 |*|739427| 2.466462 |SLS |21.5g|  0.000|8|0|5|3|2|4|0
16612|SDSS J115441.44+341439.6|178.67268 |  34.24434 |QSO|  -184|-0.000613 |SLS |21.0g|  0.000|3|0|0|2|2|0|0
16613|SDSS J115442.14+311941.0|178.67561 |  31.32808 |*|785465| 2.620028 |SLS |21.3g|  0.000|7|0|5|4|3|4|0
16614|WISEA J115443.45+413951.7|178.68106 |  41.66436 |QSO|328141| 1.094560 |SLS |18.1g|  0.000|30|0|46|13|15|8|0
16615|WISEA J115443.89+463029.2|178.68289 |  46.50813 |QSO|262603| 0.875948 |SLS |20.2g|  0.000|23|0|43|7|9|8|0
16616|WISEA J115443.89+543842.4|178.68291 |  54.64511 |*|185642| 0.619235 |SLS |20.3g|  0.000|9|0|17|7|8|4|0
16617|WISEA J115444.02+362621.8|178.68345 |  36.43940 |*|672518| 2.243279 |SLS |19.5g|  0.000|11|0|17|4|3|4|0
16618|WISEA J115445.53+401329.5|178.68974 |  40.22488 |QSO|611927| 2.041168 |SLS |18.3g|  0.000|25|0|42|8|11|8|0
16619|WISEA J115446.15+422220.9|178.69230 |  42.37250 |QSO|842570| 2.810512 |SLS |19.5g|  0.000|28|0|38|8|12|8|0
16620|WISEA J115446.27+565424.9|178.69283 |  56.90693 |QSO|497182| 1.658420 |SLS |19.4g|  0.000|30|0|41|10|15|8|0
16621|WISEA J115446.81+354356.2|178.69507 |  35.73228 |*|220399| 0.735171 |SUN |20.4g|  0.000|10|0|21|6|6|4|0
16622|WISEA J115447.87+385032.6|178.69949 |  38.84242 |QSO|456195| 1.521703 |SLS |18.8g|  0.000|23|0|40|8|11|8|0
16623|SDSS J115448.33+404252.8|178.70142 |  40.71469 |*|796282| 2.656110 |SLS |21.3g|  0.000|10|0|5|3|3|4|0
16624|WISEA J115448.67+570329.4|178.70279 |  57.05819 |QSO|450888| 1.504000 |SLS |19.9g|  0.000|22|0|41|8|12|8|0
16625|WISEA J115448.92+303512.8|178.70386 |  30.58690 |QSO|654257| 2.182367 |SLS |19.1g|  0.000|20|0|18|8|13|3|0
16626|SDSS J115449.32+370136.7|178.70552 |  37.02687 |*|393716| 1.313295 |S1L |19.6g|  0.000|6|0|9|3|2|4|0
16627|WISEA J115449.64+333602.0|178.70685 |  33.60056 |*|645147| 2.151978 |SLS |19.9g|  0.000|11|0|17|5|4|4|0
16628|WISEA J115449.83+310724.4|178.70765 |  31.12345 |QSO|425473| 1.419224 |SLS |19.4g|  0.000|24|0|46|9|10|8|0
16629|WISEA J115450.43+320056.6|178.71005 |  32.01585 |*|936912| 3.125200 |SLS |21.6g|  0.000|8|0|20|5|3|4|0
16630|WISEA J115451.12+315505.6|178.71301 |  31.91822 |QSO|445378| 1.485621 |SLS |19.3g|  0.000|22|0|45|10|11|8|0
16631|WISEA J115452.09+573554.3|178.71707 |  57.59842 |QSO|553776| 1.847199 |SLS |20.3g|  0.000|23|0|44|8|11|8|0
16632|WISEA J115452.86+313645.0|178.72026 |  31.61251 |QSO|462820| 1.543801 |SLS |19.9g|  0.000|19|0|42|7|10|8|0
16633|WISEA J115454.31+540735.4|178.72630 |  54.12652 |*|214059| 0.714025 |SLS |19.4g|  0.000|9|0|17|6|7|4|0
16634|WISEA J115454.88+374102.8|178.72870 |  37.68413 |QSO|313353| 1.045233 |SLS |19.1g|  0.000|25|0|43|8|10|8|0
16635|WISEA J115455.61+300126.1|178.73172 |  30.02394 |*|177297| 0.591398 |SUN |19.6g|  0.000|7|0|21|6|6|4|0
16636|SDSS J115456.33+381758.0|178.73475 |  38.29946 |*|874680| 2.917617 |SLS |21.4g|  0.000|7|0|5|3|2|4|0
16637|WISEA J115457.71+390617.2|178.74046 |  39.10479 |QSO|749162| 2.498934 |SLS |18.4g|  0.000|38|0|38|13|17|8|0
16638|WISEA J115458.70+471209.8|178.74459 |  47.20274 |QSO|583340| 1.945814 |SLS |19.0g|  0.000|25|0|42|11|15|8|0
16639|WISEA J115459.61+425629.2|178.74839 |  42.94146 |QSO|513879| 1.714114 |SLS |18.8g|  0.000|25|0|42|10|13|8|0
16640|WISEA J115500.12+372635.0|178.75050 |  37.44307 |*|799368| 2.666404 |SLS |19.6g|  0.000|10|0|17|6|3|4|0
16641|WISEA J115500.31+325556.5|178.75133 |  32.93236 |QSO|340132| 1.134559 |SLS |18.5g|  0.000|24|0|41|9|11|8|0
16642|WISEA J115500.44+470227.4|178.75185 |  47.04095 |QSO| -1261|-0.004207 |SLS |20.5g|  0.000|19|0|41|7|10|8|0
16643|WISEA J115500.75+525441.4|178.75315 |  52.91151 |QSO|292131| 0.974445 |SLS |19.1g|  0.000|30|0|37|8|14|8|0
16644|WISEA J115501.67+314936.4|178.75697 |  31.82679 |QSO|443556| 1.479543 |SLS |18.2g|  0.000|25|0|52|10|11|8|0
16645|WISEA J115502.35+355939.6|178.75981 |  35.99435 |*|559213| 1.865333 |SLS |20.0g|  0.000|6|0|17|3|2|4|0
16646|WISEA J115503.47+565803.0|178.76447 |  56.96752 |*|454977| 1.517640 |SLS |20.4g|  0.000|8|0|21|9|7|4|0
16647|WISEA J115504.57+355030.1|178.76907 |  35.84170 |QSO|441259| 1.471880 |SLS |18.3g|  0.000|24|0|47|10|11|8|0
16648|WISEA J115504.89+375640.7|178.77042 |  37.94464 |QSO|390279| 1.301829 |SLS |18.7g|  0.000|24|0|41|8|11|8|0
16649|WISEA J115506.89+330945.2|178.77866 |  33.16252 |*|685103| 2.285258 |SLS |20.5g|  0.000|11|0|17|4|4|4|0
16650|WISEA J115507.27+531213.7|178.78031 |  53.20380 |QSO|504641| 1.683300 |SLS |19.5g|  0.000|29|0|38|9|15|8|0
16651|WISEA J115507.34+431621.3|178.78058 |  43.27260 |QSO|352441| 1.175617 |SLS |18.9g|  0.000|27|0|49|8|10|8|0
16652|SBS 1152+523|178.78173 |  52.02491 |G| 46219| 0.154169 |SLS |17.0g|  0.000|59|0|83|20|21|10|0
16653|WISEA J115507.86+572228.5|178.78279 |  57.37459 |QSO| 87695| 0.292520 |SLS |18.3g|  0.000|35|0|54|13|13|10|1
16654|WISEA J115508.28+360145.2|178.78450 |  36.02925 |QSO| 41852| 0.139604 |SLS |18.5g|  0.000|18|0|53|11|5|8|0
16655|WISEA J115508.96+541343.9|178.78736 |  54.22886 |*|234006| 0.780560 |SUN |20.4g|  0.000|8|0|17|5|6|4|0
16656|WISEA J115509.27+580433.6|178.78832 |  58.07604 |QSO| 28793| 0.096044 |SLS |20.3g|  0.000|20|0|44|8|11|8|0
16657|WISEA J115509.37+413150.8|178.78905 |  41.53079 |QSO|589092| 1.965000 |PUN |21.5g|  0.000|4|0|16|3|1|0|0
16658|WISEA J115509.53+542237.2|178.78974 |  54.37703 |QSO|973793| 3.248224 |SLS |19.9g|  0.000|32|0|38|8|14|8|0
16659|WISEA J115510.02+524113.5|178.79180 |  52.68713 |*|555785| 1.853900 |SLS |19.8g|  0.000|4|0|17|6|5|4|0
16660|WISEA J115510.09+311311.4|178.79208 |  31.21985 |QSO|208484| 0.695429 |SLS |18.7g|  0.000|24|0|48|10|12|8|0
16661|WISEA J115510.10+344509.9|178.79212 |  34.75276 |G|131882| 0.439912 |SLS |20.0g|  0.000|14|0|53|8|7|8|0
16662|WISEA J115510.11+580643.4|178.79215 |  58.11206 |QSO|383213| 1.278261 |SLS |19.0g|  0.000|31|0|44|10|13|8|0
16663|WISEA J115510.28+572057.2|178.79284 |  57.34924 |QSO|459257| 1.531916 |SLS |19.4g|  0.000|31|0|42|8|13|8|0
16664|WISEA J115511.54+324110.1|178.79812 |  32.68617 |QSO|442328| 1.475447 |SLS |19.3g|  0.000|22|0|42|8|11|8|0
16665|SDSS J115511.74+393731.6|178.79896 |  39.62548 |G|810849| 2.704700 |SLS |21.9g|  0.000|8|0|15|3|2|4|0
16666|WISEA J115511.93+465903.6|178.79973 |  46.98436 |QSO|1261766| 4.208799 |SLS |19.2g|  0.000|24|0|39|8|13|8|0
16667|WISEA J115512.02+343449.7|178.80010 |  34.58050 |QSO|209640| 0.699285 |SLS |18.8g|  0.000|23|0|41|8|11|8|0
16668|WISEA J115512.97+534622.6|178.80405 |  53.77297 |QSO|389320| 1.298630 |SLS |19.1g|  0.000|30|0|38|8|14|8|0
16669|WISEA J115513.05+370849.0|178.80450 |  37.14689 |*|880073| 2.935606 |SLS |20.8g|  0.000|13|0|17|8|7|4|0
16670|WISEA J115513.48+520655.5|178.80617 |  52.11543 |*|834475| 2.783509 |SLS |20.0g|  0.000|2|0|17|4|2|4|0
16671|SDSS J115513.54+362832.5|178.80643 |  36.47571 |*|433012| 1.444373 |SLS |19.5g|  0.000|6|0|8|3|2|4|0
16672|WISEA J115513.59+370318.8|178.80664 |  37.05523 |QSO|673497| 2.246544 |SLS |19.4g|  0.000|34|0|38|11|15|8|0
16673|WISEA J115514.35+555257.9|178.80980 |  55.88277 |QSO|243729| 0.812992 |SLS |20.1g|  0.000|21|0|41|8|12|8|0
16674|2MASS J11551462+5633090|178.81096 |  56.55250 |QSO|218952| 0.730346 |SLS |17.9g|  0.000|37|0|41|10|16|8|1
16675|WISEA J115514.91+381603.1|178.81216 |  38.26756 |QSO|433149| 1.444830 |SLS |18.6g|  0.000|24|0|42|8|11|6|0
16676|SDSS J115515.34+334710.5|178.81395 |  33.78626 |G|776407| 2.589815 |SLS |20.8g|  0.000|10|0|15|4|4|4|0
16677|WISEA J115515.54+340701.2|178.81478 |  34.11702 |QSO|565322| 1.885712 |SLS |17.9g|  0.000|35|0|48|15|17|8|0
16678|WISEA J115515.80+321237.3|178.81595 |  32.21048 |*|809196| 2.699188 |SLS |20.7g|  0.000|12|0|17|5|5|4|0
16679|WISEA J115515.85+380234.8|178.81604 |  38.04302 |G| 43161| 0.143968 |SLS |17.1g|  0.000|31|0|66|16|14|10|1
16680|WISEA J115516.26+303305.5|178.81778 |  30.55153 |QSO|645481| 2.153093 |SLS |19.0g|  0.000|23|0|22|8|12|4|0
16681|WISEA J115516.65+500956.1|178.81938 |  50.16561 |QSO|622929| 2.077866 |SLS |19.9g|  0.000|23|0|42|8|12|8|0
16682|WISEA J115518.13+495226.7|178.82557 |  49.87409 |QSO|500239| 1.668616 |SLS |19.3g|  0.000|25|0|42|8|11|8|0
16683|WISEA J115518.93+461423.7|178.82890 |  46.23993 |QSO|432670| 1.443232 |SLS |19.1g|  0.000|26|0|48|9|10|8|0
16684|WISEA J115519.09+373847.9|178.82957 |  37.64666 |QSO|319144| 1.064549 |SLS |19.2g|  0.000|29|0|42|9|12|8|1
16685|WISEA J115520.63+502614.3|178.83598 |  50.43733 |QSO|243971| 0.813801 |SLS |18.1g|  0.000|25|0|41|8|12|6|0
16686|WISEA J115521.09+463218.5|178.83790 |  46.53850 |QSO|495346| 1.652295 |SLS |18.9g|  0.000|25|0|42|9|12|8|0
16687|WISEA J115521.36+521329.8|178.83902 |  52.22495 |*|581597| 1.940000 |SLS |19.7g|  0.000|7|0|17|3|2|4|0
16688|WISEA J115521.54+473659.7|178.83976 |  47.61659 |QSO|321926| 1.073831 |SLS |19.05|  0.000|16|0|22|5|3|4|0
16689|WISEA J115521.69+480121.8|178.84039 |  48.02275 |*|128708| 0.429323 |SUN |20.1g|  0.000|8|0|21|6|6|4|0
16690|WISEA J115522.64+535048.9|178.84437 |  53.84693 |*|280976| 0.937235 |SUN |20.3g|  0.000|7|0|17|4|4|4|0
16691|WISEA J115523.96+480141.6|178.84985 |  48.02824 |QSO|462182| 1.541674 |SLS |19.7g|  0.000|25|0|42|9|12|8|0
16692|WISEA J115524.80+453042.7|178.85335 |  45.51188 |QSO|568989| 1.897944 |SLS |19.2g|  0.000|26|0|42|10|13|8|0
16693|SDSS J115524.85+330734.1|178.85358 |  33.12616 |QSO|454186| 1.515000 |PUN |19.2g|  0.000|1|0|0|1|1|0|0
16694|WISEA J115524.94+364339.4|178.85395 |  36.72762 |QSO|918589| 3.064084 |SLS |18.9g|  0.000|29|0|44|9|12|8|0
16695|WISEA J115524.99+394229.0|178.85421 |  39.70803 |QSO|556820| 1.857350 |SLS |20.0g|  0.000|19|0|38|6|10|8|0
16696|WISEA J115525.11+400251.3|178.85465 |  40.04758 |QSO|835827| 2.788019 |SLS |19.4g|  0.000|31|0|39|8|15|8|0
16697|SDSS J115525.19+392529.8|178.85497 |  39.42498 |*|851323| 2.839708 |SLS |22.1g|  0.000|7|0|5|3|2|4|0
16698|WISEA J115526.34+351052.6|178.85978 |  35.18130 |QSO|849497| 2.833615 |SLS |18.5g|  0.000|43|0|43|17|19|8|0
16699|SDSS J115526.52+571407.8|178.86051 |  57.23550 |QSO|  -180|-0.000602 |SLS |19.8g|  0.000|26|0|26|6|14|8|0
16700|WISEA J115526.60+343315.0|178.86086 |  34.55418 |QSO| 53396| 0.178109 |SLS |18.9g|  0.000|9|0|57|9|6|8|0
16701|WISEA J115526.64+394748.3|178.86103 |  39.79677 |QSO|106581| 0.355517 |SLS |19.2g|  0.000|18|0|57|10|10|8|0
16702|WISEA J115527.50+345455.9|178.86462 |  34.91554 |QSO|485137| 1.618244 |SLS |19.3g|  0.000|26|0|42|10|12|6|0
16703|MRK 0193|178.86818 |  57.66441 |G|  5175| 0.017262 |SLS |16.4g|  0.000|82|2|94|24|22|8|0
16704|WISEA J115528.56+411209.7|178.86904 |  41.20272 |QSO|268969| 0.897184 |SLS |19.1g|  0.000|25|0|41|10|13|8|0
16705|WISEA J115529.22+302807.2|178.87187 |  30.46885 |*|137267| 0.457874 |SUN |21.1g|  0.000|8|0|20|6|7|4|0
16706|WISEA J115529.48+412718.9|178.87287 |  41.45527 |QSO|356077| 1.187745 |SLS |19.3g|  0.000|25|0|37|7|11|8|0
16707|WISEA J115529.56+525121.7|178.87320 |  52.85603 |QSO|366167| 1.221400 |SLS |19.1g|  0.000|30|0|38|8|13|8|0
16708|WISEA J115529.67+534508.0|178.87363 |  53.75224 |*|166342| 0.554856 |SLS |20.1g|  0.000|9|0|17|6|7|4|0
16709|WISEA J115529.99+464211.1|178.87499 |  46.70309 |QSO|439671| 1.466585 |SLS |19.4g|  0.000|26|0|42|8|10|8|0
16710|WISEA J115530.53+332828.0|178.87721 |  33.47446 |QSO|273783| 0.913240 |SLS |20.4g|  0.000|19|0|40|7|10|8|0
16711|SDSS J115530.53+370653.4|178.87724 |  37.11484 |QSO|735538| 2.453489 |SLS |     |  0.000|8|0|0|3|4|0|0
16712|WISEA J115531.15+581107.0|178.87981 |  58.18530 |QSO|422122| 1.408048 |SLS |19.9g|  0.000|21|0|44|8|11|8|0
16713|WISEA J115531.28+361447.8|178.88035 |  36.24663 |QSO|461636| 1.539852 |SLS |18.6g|  0.000|22|0|42|8|10|8|0
16714|WISEA J115531.34+393415.3|178.88062 |  39.57094 |*|763988| 2.548390 |SLS |20.4g|  0.000|11|0|17|7|6|4|0
16715|WISEA J115532.80+393838.1|178.88660 |  39.64387 |*|921294| 3.073105 |SLS |20.3g|  0.000|12|0|17|6|5|3|0
16716|WISEA J115533.40+402615.5|178.88917 |  40.43765 |QSO|532291| 1.775530 |SLS |19.3g|  0.000|25|0|42|8|10|8|0
16717|WISEA J115533.53+545803.7|178.88972 |  54.96770 |QSO| 80710| 0.269220 |SLS |19.3g|  0.000|19|0|62|12|9|8|0
16718|WISEA J115533.61+393358.9|178.89004 |  39.56639 |QSO|481963| 1.607654 |SLS |18.9g|  0.000|25|0|42|8|12|8|0
16719|WISEA J115534.45+511904.7|178.89357 |  51.31804 |QSO|1034364| 3.450266 |SLS |20.3g|  0.000|33|0|38|9|16|8|0
16720|WISEA J115534.49+575156.5|178.89371 |  57.86570 |QSO|590349| 1.969193 |SLS |19.4g|  0.000|32|0|44|9|13|8|0
16721|WISEA J115534.66+400338.5|178.89443 |  40.06070 |QSO| 83561| 0.278729 |SLS |18.5g|  0.000|21|0|51|10|10|8|0
16722|WISEA J115535.20+474349.4|178.89670 |  47.73039 |QSO|418916| 1.397354 |SLS |19.1g|  0.000|25|0|42|8|11|6|0
16723|WISEA J115535.93+392719.7|178.89974 |  39.45548 |QSO|541832| 1.807357 |SLS |19.0g|  0.000|24|0|41|10|13|8|0
16724|WISEA J115536.37+375332.2|178.90155 |  37.89229 |*|696685| 2.323890 |SLS |20.4g|  0.000|11|0|17|4|4|4|0
16725|WISEA J115536.71+355808.9|178.90296 |  35.96916 |QSO|576925| 1.924416 |SLS |18.1g|  0.000|28|0|48|11|13|8|0
16726|WISEA J115538.75+534055.0|178.91147 |  53.68196 |QSO| 63922| 0.213222 |SLS |18.5g|  0.000|19|0|54|9|5|8|0
16727|WISEA J115539.16+333528.7|178.91319 |  33.59131 |QSO|568325| 1.895729 |SLS |19.3g|  0.000|23|0|38|8|12|8|0
16728|WISEA J115539.63+493032.1|178.91513 |  49.50893 |QSO|410714| 1.369995 |SLS |18.6g|  0.000|26|0|38|8|12|8|1
16729|WISEA J115539.69+363109.2|178.91540 |  36.51923 |QSO|374576| 1.249452 |SLS |19.2g|  0.000|25|0|42|9|12|8|0
16730|SDSS J115540.34+342237.9|178.91810 |  34.37722 |*|735953| 2.454875 |SLS |21.3g|  0.000|8|0|5|3|2|4|0
16731|WISEA J115540.67+434840.3|178.91949 |  43.81121 |G| 26302| 0.087735 |SLS |16.3g|  0.000|29|0|74|13|8|10|0
16732|WISEA J115541.67+554845.5|178.92358 |  55.81268 |QSO|453850| 1.513880 |SLS |19.9g|  0.000|20|0|42|8|11|8|0
16733|WISEA J115542.08+324745.3|178.92537 |  32.79592 |*|703136| 2.345409 |SLS |20.7g|  0.000|13|0|17|5|5|4|0
16734|WISEA J115542.31+370327.9|178.92629 |  37.05776 |*|461728| 1.540160 |SLS |18.2g|  0.000|1|0|23|4|1|4|0
16735|WISEA J115542.39+335948.5|178.92674 |  33.99677 |*|898746| 2.997895 |SLS |21.6g|  0.000|8|0|17|4|2|4|0
16736|WISEA J115542.87+572011.2|178.92864 |  57.33647 |QSO|497922| 1.660890 |SLS |19.8g|  0.000|22|0|42|7|11|6|0
16737|WISEA J115542.90+552329.8|178.92878 |  55.39164 |*|989393| 3.300260 |SLS |18.9g|  0.000|2|0|43|9|2|4|0
16738|WISEA J115543.56+443017.3|178.93152 |  44.50481 |QSO|691596| 2.306914 |SLS |19.2g|  0.000|30|0|38|9|13|8|0
16739|WISEA J115544.33+312206.5|178.93477 |  31.36852 |QSO|514056| 1.714706 |SLS |19.8g|  0.000|20|0|42|7|10|8|0
16740|WISEA J115544.34+311223.2|178.93478 |  31.20645 |QSO|573192| 1.911961 |SLS |18.3g|  0.000|26|0|51|13|14|8|0
16741|WISEA J115544.48+355613.1|178.93535 |  35.93698 |*|543343| 1.812398 |SLS |19.7g|  0.000|6|0|17|3|2|4|0
16742|WISEA J115544.69+582549.4|178.93624 |  58.43039 |QSO| 96981| 0.323494 |SLS |18.6g|  0.000|28|0|73|12|15|8|0
16743|WISEA J115545.68+573519.7|178.94032 |  57.58881 |QSO|527968| 1.761111 |SLS |20.2g|  0.000|21|0|44|8|10|8|0
16744|WISEA J115545.93+561630.4|178.94141 |  56.27514 |*|144879| 0.483264 |SLS |19.8g|  0.000|5|0|26|8|6|4|0
16745|WISEA J115546.02+523425.4|178.94177 |  52.57363 |*|218985| 0.730456 |SLS |21.0g|  0.000|6|0|17|5|5|4|0
16746|WISEA J115547.89+353757.8|178.94957 |  35.63272 |*|212971| 0.710395 |SUN |20.1g|  0.000|11|0|21|8|6|4|0
16747|WISEA J115548.11+345921.9|178.95050 |  34.98944 |QSO|323805| 1.080098 |SLS |20.5g|  0.000|18|0|41|7|10|8|0
16748|SDSS J115548.63+343243.2|178.95263 |  34.54536 |*|751464| 2.506614 |SLS |21.9g|  0.000|7|0|5|3|2|4|0
16749|WISEA J115548.76+583016.4|178.95320 |  58.50457 |QSO|313612| 1.046097 |SLS |18.8g|  0.000|30|0|41|8|13|8|0
16750|WISEA J115548.77+425400.8|178.95322 |  42.90025 |QSO|239614| 0.799265 |SLS |18.9g|  0.000|29|0|51|11|13|8|0
16751|WISEA J115548.88+340247.8|178.95352 |  34.04662 |*|883582| 2.947311 |SLS |20.7g|  0.000|14|0|20|7|6|4|0
16752|WISEA J115549.43+502117.2|178.95600 |  50.35480 |QSO| 85274| 0.284444 |SLS |17.6g|  0.000|35|0|60|12|15|8|0
16753|WISEA J115550.18+525742.2|178.95909 |  52.96174 |*|363547| 1.212661 |SLS |19.7g|  0.000|6|0|17|4|3|4|0
16754|WISEA J115550.75+564536.0|178.96148 |  56.76001 |QSO|503040| 1.677960 |SLS |18.8g|  0.000|30|0|42|11|17|8|0
16755|SDSS J115551.57+473425.9|178.96491 |  47.57388 |QSO|996958| 3.325494 |SLS |21.47|  0.000|13|0|6|4|3|4|0
16756|SDSS J115552.43+365542.7|178.96848 |  36.92854 |*|702189| 2.342251 |SLS |21.6g|  0.000|8|0|5|4|3|4|0
16757|WISEA J115552.69+443357.1|178.96957 |  44.56589 |QSO|553302| 1.845616 |SLS |19.1g|  0.000|28|0|42|10|13|8|0
16758|WISEA J115553.39+560507.9|178.97252 |  56.08563 |QSO|494377| 1.649063 |SLS |20.4g|  0.000|20|0|42|7|11|8|0
16759|WISEA J115553.86+502510.4|178.97445 |  50.41958 |*|517254| 1.725374 |SLS |20.3g|  0.000|4|0|17|4|2|4|0
16760|WISEA J115554.16+483032.1|178.97570 |  48.50892 |QSO|558182| 1.861894 |SLS |18.5g|  0.000|30|0|38|11|15|8|0
16761|WISEA J115554.22+480328.7|178.97594 |  48.05798 |QSO|538558| 1.796435 |SLS |18.4g|  0.000|28|0|46|10|12|6|0
16762|WISEA J115554.35+380717.9|178.97643 |  38.12152 |*|736089| 2.455329 |SLS |20.9g|  0.000|10|0|17|4|3|4|0
16763|WISEA J115554.41+445628.3|178.97671 |  44.94121 |QSO|156172| 0.520935 |SLS |17.2g|  0.000|39|0|58|12|15|8|0
16764|SDSS J115554.60+564040.9|178.97751 |  56.67806 |QSO|788259| 2.629349 |SLS |18.8g|  0.000|29|0|26|9|14|8|0
16765|SDSS J115556.50+443158.7|178.98543 |  44.53300 |*|750980| 2.505000 |PUN |21.4g|  0.000|3|0|5|1|1|4|0
16766|WISEA J115556.51+534258.7|178.98549 |  53.71632 |*|149878| 0.499940 |SUN |20.8g|  0.000|7|0|17|5|6|4|0
16767|WISEA J115557.83+380318.7|178.99099 |  38.05522 |QSO|682470| 2.276476 |SLS |18.7g|  0.000|35|0|38|12|16|8|0
16768|WISEA J115558.08+445552.9|178.99203 |  44.93136 |QSO|407220| 1.358339 |SLS |20.4g|  0.000|19|0|41|7|10|8|0
16769|WISEA J115558.16+575033.9|178.99236 |  57.84277 |QSO|357110| 1.191189 |SLS |18.1g|  0.000|33|0|48|15|18|8|0
16770|WISEA J115558.47+351256.8|178.99366 |  35.21579 |QSO|301986| 1.007318 |SLS |18.9g|  0.000|25|0|41|8|11|8|0
16771|SBS 1153+598|178.99571 |  59.52481 |QSO| 72300| 0.241168 |SLS |17.6g|  0.000|45|0|60|15|16|8|0
16772|WISEA J115602.27+553936.6|179.00947 |  55.66017 |*|226049| 0.754017 |SLS |20.5g|  0.000|6|0|17|5|5|4|0
16773|WISEA J115602.83+390810.2|179.01182 |  39.13619 |QSO|683191| 2.278878 |SLS |19.3g|  0.000|34|0|42|13|16|8|0
16774|WISEA J115603.77+382208.2|179.01573 |  38.36897 |QSO|615374| 2.052665 |SLS |19.3g|  0.000|23|0|44|9|11|8|0
16775|WISEA J115605.33+410859.6|179.02223 |  41.14990 |QSO|403022| 1.344336 |SLS |19.9g|  0.000|19|0|38|6|10|8|0
16776|WISEA J115605.34+341622.1|179.02228 |  34.27282 |QSO|450526| 1.502792 |SLS |19.1g|  0.000|25|0|42|9|12|8|0
16777|WISEA J115605.89+395724.4|179.02457 |  39.95680 |QSO|206797| 0.689800 |SLS |19.5g|  0.000|25|0|49|11|12|8|0
16778|WISEA J115605.85+354538.3|179.02474 |  35.76072 |*|887215| 2.959431 |SLS |21.6g|  0.000|11|0|17|6|6|4|0
